MOF,Uptake
NbOFFIVE_7_Ni,0.0530057573
NbOFFIVE_7_Ni,0.0135206739
NbOFFIVE_7_Ni,0.0005406851
NbOFFIVE_7_Zn,0.0522053295
NbOFFIVE_7_Zn,0.01311864
NbOFFIVE_7_Zn,0.0005323226
NEBNOZ,0.003708003
NEBNOZ,0.092725323
NEBNOZ,0.3767124727
NEDVUP,0.0019700262
NEDVUP,0.0500467878
NEDVUP,0.1975900407
NEDWAW,0.0011591648
NEDWAW,0.031253482
NEDWAW,0.1219001713
NEGMUI,1.791111938
NEGMUI,2.7135386516
NEGMUI,2.9366021325
NEHZIK,0.0015055367
NEHZIK,0.0400313282
NEHZIK,0.1579525417
NEJSAY,0.0106550309
NEJSAY,0.2487712642
NEJSAY,0.8572237774
NEJSOM,0.0093743491
NEJSOM,0.2269115323
NEJSOM,0.8199332651
NELWIL,0.0002025097
NELWIL,0.0050224605
NELWIL,0.0199965884
NEPWIQ,2.5402201551
NEPWIQ,3.2484284679
NEPWIQ,3.4125399637
NERMON,2.0444334384
NERMON,2.7496053611
NERMON,3.0446685087
NETFEY,1.9130765693
NETHOJ,1.2396137841
NETHOJ,3.018396986
NETHOJ,3.476381115
NEVVEQ,0.0235739681
NEVVEQ,0.5077232609
NEVVEQ,1.4871697349
NEYZAU,0.2581624154
NEYZAU,4.4239545397
NEYZAU,7.8439152132
NEZWOG01,1.9540367148
NEZWOG01,3.4599360121
NEZWOG01,5.071817582
NEZWOG,1.8858072802
NEZWOG,3.8622406603
NEZWOG,5.0076057458
NHBZZN10,8.49235e-05
NHBZZN10,0.0020937391
NHBZZN10,0.0089968961
NIBXUT,1.7782413311
NIBXUT,2.5191986602
NIFTIH,0.0642062909
NIFTIH,1.11848256
NIFTIH,2.2019735198
NIGBOW,0.0010273585
NIGBOW,0.0254397846
NIGBOW,0.1046386364
NIGFIT,0.475535798
NIGFIT,2.6070975778
NIGFIT,4.0455107291
NIGFOZ,0.5077012791
NIGFOZ,2.6472576536
NIGFOZ,4.2896790391
NIGFUF,0.5521427685
NIGFUF,2.6284391565
NIGFUF,4.3399104605
NIGGAM,0.521033245
NIGGAM,2.6409661743
NIGGAM,4.1373104058
NIGGEQ,0.6806671568
NIGGEQ,2.68989798
NIGGEQ,4.2003123534
NIGGIU,0.0046869641
NIGGIU,0.1206780232
NIGGIU,0.4658967014
NIHBEM01,0.0007366684
NIHBEM01,0.0192372808
NIHBEM01,0.0757899713
NIHBEM02,0.0007247675
NIHBEM02,0.0189891461
NIHBEM02,0.0753085781
NIHBIQ,0.000655147
NIHBIQ,0.016491138
NIHBIQ,0.0646881757
NIJSAC,0.0324289955
NIJSAC,0.4576821304
NIJSAC,0.78116191
NIJZOV,0.000101477
NIJZOV,0.0024966572
NIJZOV,0.0102749525
NIKDAM,0.0084404809
NIKDAM,0.1980441257
NIKDAM,0.7172068408
NIKDEQ,0.0008737021
NIKDEQ,0.0217673172
NIKDEQ,0.078962446
NIKDIU,0.0003181163
NIKDIU,0.0077979275
NIKDIU,0.0332252071
NIKYUC,0.0008360413
NIKYUC,0.0214353851
NIKYUC,0.0840426808
NIKZAJ,0.0010234812
NIKZAJ,0.0247361119
NIKZAJ,0.097850751
NIMPEG,0.0035811617
NIMPEG,0.0919171793
NIMPEG,0.3586542846
NIMTEJ,5.3455e-06
NIMTEJ,0.0002429785
NIMTEJ,0.0010000994
NIMVEL,2.4353e-06
NIMVEL,9.93596e-05
NIMVEL,0.0003224317
NIMVIP,5.3376e-06
NIMVIP,0.0001509096
NIMVIP,0.0007249483
NIMWUD,0.0086567307
NIMWUD,0.1928190277
NIMWUD,0.5960312534
NIMXIS,0.0007296569
NIMXIS,0.0186579697
NIMXIS,0.0750686945
NINHOH,0.0003709415
NINHOH,0.0091093494
NINHOH,0.0368032717
NIRDEX,0.0010680666
NIRDEX,0.0273213118
NIRDEX,0.1025786987
NIRMUW01,0.2050683479
NIRMUW01,1.669275021
NIRMUW01,2.1932357399
NIRMUW,0.210737126
NIRMUW,1.6827858639
NIRMUW,2.2431876387
NIRNAD,0.3049327276
NIRNAD,1.8875025181
NIRNAD,2.4170664154
NISBEX,0.7135946787
NISBEX,1.6733220177
NISBEX,1.9308688024
NISCOJ,0.0143474916
NISCOJ,0.3075437332
NISCOJ,0.8770689584
NITADY,1.6856817838
NITADY,2.796837416
NITADY,2.8722540017
NIVNOW,0.0037801115
NIVNOW,0.0896316948
NIVNOW,0.3047093002
NIVWIY,0.8777341442
NIVWIY,2.0223262429
NIVWIY,2.2472916731
NIYZIG,0.0022534531
NIYZIG,0.0558451043
NIYZIG,0.221327123
NIZNAN,0.0380045489
NIZNAN,0.8340275289
NIZNAN,2.3423395059
NOCKOG,0.033516046
NOCKOG,0.7621562686
NOCKOG,2.4377190047
NOCKUM,0.020308576
NOCKUM,0.4622305357
NOCKUM,1.6667460709
NOCLUN,0.0088793205
NOCLUN,0.2252917562
NOCLUN,0.9599158664
NOCYUB,1.1846765981
NOCYUB,2.0883143002
NOCYUB,2.5865760261
NOCZAI,1.1879593228
NOCZAI,1.8888893086
NOCZAI,2.4091514615
NOFHOG,0.0092233537
NOFHOG,0.2269543439
NOFHOG,0.7424258305
NOFQII,0.0191824878
NOFQII,0.4231966578
NOFQII,1.2872485111
NOFQIK,0.0011514003
NOFQIK,0.0282151454
NOFQIK,0.1131145024
NOFQOQ,0.0028135613
NOFQOQ,0.0695458933
NOFQOQ,0.263473668
NOHFOG,1.2113283614
NOHFOG,2.2243990731
NOHFOG,3.5276829589
NOHKIG,1.9305721571
NOHKIG,3.7534482958
NOHKIG,4.3653330533
NOHKOM,1.8670921502
NOHKOM,3.7541481772
NOHKOM,4.4221850353
NOHKUS,0.1031381264
NOHKUS,1.5693826501
NOHKUS,2.777625097
NOHLAZ,2.0116329682
NOHLAZ,4.2521036794
NOHLAZ,4.8961005528
NOHLED,0.6457870721
NOHLED,1.9641207537
NOHLED,2.0899950476
NOJBOF,0.01810423
NOJBOF,0.4248161549
NOJBOF,1.1760970362
NOKLIJ,0.0015793525
NOKLIJ,0.0398440929
NOKLIJ,0.1617413871
NOKPEJ,0.0326146519
NOKPEJ,0.6569337282
NOKPEJ,1.4365326083
NOMQAJ01,0.0246411545
NOMQAJ01,0.5579560429
NOMQAJ01,1.5292228318
NOQKOV,0.0121332003
NOQKOV,0.2767794715
NOQKOV,1.0014092986
NOQNOY,1.7005403017
NOQNOY,3.7159308455
NOQPAM,0.7492025949
NOQPAM,1.1165704039
NOQPAM,1.2971932113
NORJEL,0.0275264625
NORJEL,0.5289217678
NORJEL,1.3366373998
NOSTUM01,0.046890465
NOSTUM01,1.1052680442
NOSTUM01,3.2915649581
NOSTUM,0.0533932278
NOSTUM,1.1442707586
NOSTUM,3.4918525735
NOWGIR,0.0004315667
NOWGIR,0.0109139728
NOWGIR,0.0439855927
NUBPIL,0.0011474664
NUBPIL,0.0288427017
NUBPIL,0.1140231644
NUCYAN,0.0045708069
NUCYAN,0.1108909314
NUCYAN,0.4120469654
NUCYER,0.023829276
NUCYER,0.494093074
NUCYER,1.22685264
NUCYIV,0.0173654039
NUCYIV,0.3710037267
NUCYIV,1.0591936291
NUDLIJ,0.0032892413
NUDLIJ,0.0824288155
NUDLIJ,0.3273863426
NUDMAC,0.0038674996
NUDMAC,0.0958647823
NUDMAC,0.3755049003
NUDMEG,0.0048981179
NUDMEG,0.1212477803
NUDMEG,0.4659985526
NUDMOQ,0.0034608124
NUDMOQ,0.0892455913
NUDMOQ,0.3425870695
NUDMUW,0.0042183864
NUDMUW,0.1039524555
NUDMUW,0.4057729101
NUDNEH,0.003949115
NUDNEH,0.1015308003
NUDNEH,0.3913734442
NUFBUN,0.0026030229
NUFBUN,0.0652197698
NUFBUN,0.2762535714
NUHQIS,0.1530103593
NUHQIS,0.5099246425
NUHQIS,1.2142454535
NUHQOY,0.1826669474
NUHQOY,0.792329229
NUHQOY,1.5984021482
NULMAJ,0.0036500608
NULMAJ,0.0937618585
NULMAJ,0.3580865653
NUNCEG,0.0541149376
NUNCEG,1.0738219666
NUNCEG,3.0005243048
NURMUJ,0.0210130157
NURMUJ,0.4954316065
NURMUJ,1.8655989918
NUTQAV,0.0010345652
NUTQAV,0.0246950716
NUTQAV,0.0988475332
NUVBIQ,0.7432548474
NUVBIQ,1.5228028479
NUVBIQ,2.1702212289
NUVWEH,0.0130560817
NUVWEH,0.268596559
NUVWEH,0.903146553
NUVYIN,0.0149619836
NUVYIN,0.3317234113
NUVYIN,1.0749438299
NUXMAU,0.0034870572
NUXMAU,0.0906148228
NUXMAU,0.3557031988
NUYNEC,0.0031985013
NUYNEC,0.0773404152
NUYNEC,0.3055556621
NUYQUU,0.0088969433
NUYQUU,0.1976523978
NUYQUU,0.6370384057
NUYWEK,0.0034100777
NUYWEK,0.0788383868
NUYWEK,0.2539090179
NUYWOU,0.056838067
NUYWOU,0.8584371791
NUYWOU,1.633325975
NUZSAD,0.0014634811
NUZSAD,0.0354420968
NUZSAD,0.1339839296
OBAFEF,0.0035446529
OBAFEF,0.0945110187
OBAFEF,0.3310017496
OBAFIJ,0.0524973804
OBAFIJ,0.5422402686
OBAFIJ,0.8527795714
OBEDEE,0.0026739256
OBEDEE,0.066245317
OBEDEE,0.2611783712
OBENUF,1.1720744085
OBENUF,1.7302958748
OBENUF,2.0995914415
OBEPER,2.1192803224
OBEPER,2.3003593192
OBEPER,2.3455259878
OBODEQ,0.3639138909
OBODEQ,3.1807739203
OBODEQ,4.6415228894
OBOGUK,0.0039270524
OBOGUK,0.0955525769
OBOGUK,0.3883085524
OBUFEX,0.0046988636
OBUFEX,0.1133545579
OBUFEX,0.4436084473
OBUFIB,0.0022317232
OBUFIB,0.0550078554
OBUFIB,0.2149464605
OCAWAT,0.0331696537
OCAWAT,0.6206499992
OCAWAT,1.5713800044
OCINIA,0.0081774037
OCINIA,0.2034102914
OCINIA,0.753754484
OCOKUP,0.0121329969
OCOKUP,0.2811129585
OCOKUP,0.9409182841
OCUGEZ01,1.3431244493
OCUGEZ01,2.9831004892
OCUGEZ01,4.1079222246
OCUGEZ,1.2306149642
OCUGEZ,2.9298839395
OCUGEZ,4.0461545595
ODAJAG,0.1817722253
ODAJAG,1.8978368587
ODAJAG,2.5948891837
ODIMAQ,0.0002423628
ODIMAQ,0.0065087878
ODIMAQ,0.0260809307
ODIXEG,0.0014753496
ODIXEG,0.0357195916
ODIXEG,0.1390421316
ODODES,0.0049446484
ODODES,0.124583654
ODODES,0.488091028
ODODIW,0.0081454195
ODODIW,0.1851132757
ODODIW,0.648467914
ODUNEH,0.0048099611
ODUNEH,0.1160514921
ODUNEH,0.4338256604
OFAWAV,0.000718002
OFAWAV,0.0186644481
OFAWAV,0.07355061
OFAWEZ,0.0007189029
OFAWEZ,0.0183185099
OFAWEZ,0.07407222
OFEHAK,0.0278700859
OFEHAK,0.6363825408
OFEHAK,1.9712250324
OFEREX,0.0015860791
OFEREX,0.041524522
OFEREX,0.1651103242
OFERUN02,0.0005323102
OFERUN02,0.014507742
OFERUN02,0.0583210413
OFERUN06,0.0005401679
OFERUN06,0.0159093557
OFERUN06,0.063713694
OFERUN,0.0005766675
OFERUN,0.0146872223
OFERUN,0.0591719822
OFESAU,0.0023833379
OFESAU,0.0591571029
OFESAU,0.2091364233
OFESEY,0.0019056133
OFESEY,0.0464485696
OFESEY,0.1791078969
OFESIC,0.0019150452
OFESIC,0.0479848171
OFESIC,0.1773884023
OFUCAV,3.1115852426
OFUCAV,3.531807764
OFUCAV,3.7667245613
OFUSEP,0.0
OFUSEP,0.0
OFUSEP,0.0
OFUYUL,0.0084508025
OFUYUL,0.2097363497
OFUYUL,0.8828646464
OGAGAF,0.0059949334
OGAGAF,0.1431738987
OGAGAF,0.4943450421
OGAGEJ,0.0037373814
OGAGEJ,0.0937053142
OGAGEJ,0.3582055252
OGAGIN,0.0108790629
OGAGIN,0.2531924821
OGAGIN,0.8362026852
OGAXUR,0.0097810996
OGAXUR,0.2490870569
OGAXUR,0.9504275724
OGECOU,0.0098614763
OGECOU,0.2420551909
OGECOU,0.9190364204
OGIBUD,0.0027621319
OGIBUD,0.0664056134
OGIBUD,0.2690965772
OGIYAF,0.0020465431
OGIYAF,0.0507542685
OGIYAF,0.1907099785
OHAKEO,0.0106879776
OHAKEO,0.2588426275
OHAKEO,0.9651667781
OHAZAZ,0.1833234998
OHAZAZ,1.7390904079
OHAZAZ,2.5577312909
OHOMIH,0.0025679157
OHOMIH,0.0594394827
OHOMIH,0.2132473898
OJAKOA,0.6632988681
OJAKOA,1.6402279627
OJAKOA,1.7873229018
OJAKUG,0.0117875642
OJAKUG,0.2463279605
OJAKUG,0.7818793546
OJIWIO,0.0209091314
OJIWIO,0.4592706561
OJIWIO,1.2763074778
OJONOQ,0.6515816105
OJONOQ,3.5581530194
OJONOQ,5.4633208816
OJOZOE,1.3112458076
OJOZOE,2.428897036
OJOZOE,2.5993833925
OKAYAC,0.0420857616
OKAYAC,0.6676246924
OKAYAC,1.1747254491
OKAYEG,0.0455942528
OKAYEG,0.6945829529
OKAYEG,1.1848526317
OKAYIK,0.0421245823
OKAYIK,0.6636316976
OKAYIK,1.1622881779
OKAYOQ,0.0226323276
OKAYOQ,0.4693743601
OKAYOQ,1.2599902859
OKAYUW,0.022189339
OKAYUW,0.4529538502
OKAYUW,1.2470618032
OKAZAD,0.0223827308
OKAZAD,0.4654558067
OKAZAD,1.2685987983
OKELIB,0.0040050817
OKELIB,0.1007055748
OKELIB,0.3719686913
OKILEA,0.0125207293
OKILEA,0.2941275554
OKILEA,1.0367294623
OKIMAY,0.0366679207
OKIMAY,0.7942925345
OKIMAY,2.2657914513
OKITAE,0.0314500639
OKITAE,0.5284851925
OKITAE,1.1400340079
OLOKEF,0.0104597164
OLOKEF,0.2443481185
OLOKEF,0.851096568
OLONAG,0.2872890372
OLONAG,1.4460313823
OLONAG,1.8375750178
OLUCAZ,0.0152978076
OLUCAZ,0.3713880954
OLUCAZ,1.3733911696
OMAXEG,0.008103168
OMAXEG,0.2009155218
OMAXEG,0.6979617868
OMEWUZ,1.3865122526
OMEWUZ,1.7173447515
OMEWUZ,1.8950175153
ONUKAL,0.1397945171
ONUKAL,1.4185084836
ONUKAL,2.6103146241
OPAGIX,0.010526277
OPAGIX,0.2467301548
OPAGIX,1.0070260422
OPAPEB,0.0695527779
OPAPEB,0.8229580653
OPAPEB,1.4540610158
OPAPIF,0.0036364676
OPAPIF,0.0889332944
OPAPIF,0.2972271706
OPAPOL,0.0593742287
OPAPOL,0.7590789782
OPAPOL,1.4166801014
OPAPUR,0.0508182462
OPAPUR,0.6986851561
OPAPUR,1.3913109248
OPENIH,0.0145697649
OPENIH,0.2528432943
OPENIH,0.5201064646
OPENON,0.0311461144
OPENON,0.5420131093
OPENON,1.1506283831
OPOBIF,0.0019231081
OPOBIF,0.0466788511
OPOBIF,0.1655757782
OPOBOL,0.645587579
OPOBOL,2.1247571606
OPOBOL,2.2528210954
OPOYUO,0.005430141
OPOYUO,0.1322859382
OPOYUO,0.4544927926
OPURIB01,0.0001640507
OPURIB01,0.0042109093
OPURIB01,0.0155122711
OPURIB,0.0001863088
OPURIB,0.004976754
OPURIB,0.0204148314
OQEPUW,0.0107567211
OQEPUW,0.2707858339
OQEPUW,0.8590013937
OQEROS,0.0085003874
OQEROS,0.2067875527
OQEROS,0.781907378
OQESAF,0.0100308557
OQESAF,0.2440057008
OQESAF,0.9130077351
OQESEJ,0.0082874419
OQESEJ,0.2028125693
OQESEJ,0.7650031136
OQETEK,0.0018356134
OQETEK,0.0465884573
OQETEK,0.1784573428
OQIQEM,0.1943023863
OQIQEM,1.2030114127
OQIQEM,1.7585991156
OQIQIQ,0.1724760406
OQIQIQ,1.2224709029
OQIQIQ,1.8138698693
OQIQOW,0.0445606348
OQIQOW,0.7556353574
OQIQOW,1.6103822441
ORAGEU,1.0481251554
ORAGEU,1.2134236808
ORAGEU,1.2271573697
ORANAY,0.004884695
ORANAY,0.1235857453
ORANAY,0.480936771
OREZAO,0.0013595085
OREZAO,0.0349914105
OREZAO,0.1372204894
ORIVOC,0.0020825918
ORIVOC,0.0512326694
ORIVOC,0.2058956003
ORIVUI,0.0014050579
ORIVUI,0.0347134516
ORIVUI,0.1375192987
ORIWAP,0.0019048933
ORIWAP,0.0483411942
ORIWAP,0.1933974253
ORIWET,0.0024929009
ORIWET,0.0650926155
ORIWET,0.2489818282
OSAVUA,0.0375836153
OSAVUA,0.9031098826
OSAVUA,3.5647327331
OSAWEL,0.154810426
OSAWEL,1.8891158741
OSAWEL,3.1886936199
OSAXAI,0.0431096669
OSAXAI,0.757312732
OSAXAI,1.5833685955
OSIWUJ,0.0020600903
OSIWUJ,0.0502005175
OSIWUJ,0.1795256412
OSIXEU,0.0023061713
OSIXEU,0.0538194397
OSIXEU,0.1885956878
OSIXIY,0.0024237858
OSIXIY,0.0582691645
OSIXIY,0.1907392414
OSOMIT,0.0382544698
OSOMIT,0.6142509473
OSOMIT,1.2112611616
OTATOT,0.0013450877
OTATOT,0.0341427223
OTATOT,0.1380974428
OTAVAH,0.0014009126
OTAVAH,0.0350115894
OTAVAH,0.1428328205
OTAVOV,0.0013960469
OTAVOV,0.0332867832
OTAVOV,0.140944015
OTAVUB,0.0011602398
OTAVUB,0.0294782004
OTAVUB,0.1208139974
OTAXOX,0.0017152584
OTAXOX,0.0426258662
OTAXOX,0.1613643617
OTEGUR,0.0094548387
OTEGUR,0.2393083121
OTEGUR,1.078324879
OTEHAY,0.0067229307
OTEHAY,0.1710217965
OTEHAY,0.7142612011
OTIPAK,0.0141899989
OTIPAK,0.3395659424
OTIPAK,1.178797921
OTIPEO,0.0223460176
OTIPEO,0.5018348586
OTIPEO,1.5353794308
OTOVAW,0.0324864888
OTOVAW,0.6063237222
OTOVAW,1.3600955213
OVEJIJ,2.1078094347
OVEJIJ,3.9325935286
OVEJIJ,4.7001110091
OVICUS,0.0064994563
OVICUS,0.1545336375
OVICUS,0.5491678048
OWIHEJ,0.0072274006
OWIHEJ,0.184442346
OWIHEJ,0.7938615007
OWIHIN,0.0074022286
OWIHIN,0.1864908355
OWIHIN,0.7950176022
OWIHOT,0.0057234091
OWIHOT,0.1466388848
OWIHOT,0.6289645701
OWIHUZ,0.0073822146
OWIHUZ,0.1845135723
OWIHUZ,0.816325425
OWIJAH,0.0066299245
OWIJAH,0.1684370501
OWIJAH,0.7193700633
OWIJEL,0.0069530914
OWIJEL,0.1820942355
OWIJEL,0.765245044
OWIJIP,0.0072197482
OWIJIP,0.1862206468
OWIJIP,0.7885754559
OWIJOV,0.0064639262
OWIJOV,0.1657351631
OWIJOV,0.722032511
OXAZIX,0.0839142442
OXAZIX,1.2609897131
OXAZIX,2.5945809291
OXUPUT,2.5686938025
OXUPUT,2.9918279765
OYEBIE,0.0388326294
OYEBIE,0.797614365
OYEBIE,2.1962756849
OYIVIC,0.0063148291
OYIVIC,0.1522619611
OYIVIC,0.5916363318
OYIVOI,0.0074984585
OYIVOI,0.1935317807
OYIVOI,0.7292254497
OYOSAX,0.0393763977
OYOSAX,0.8724189908
OYOSAX,2.3439237379
OZAVES,0.0249580594
OZAVES,0.5961045981
OZAVES,1.9084305976
OZAVOC,0.0124227632
OZAVOC,0.2937225083
OZAVOC,1.1520503077
OZAVUI,0.0255988129
OZAVUI,0.5582791383
OZAVUI,1.6823880626
OZUKOL,0.0016296456
OZUKOL,0.0418980368
OZUKOL,0.1668135726
OZUKUR01,0.0010223385
OZUKUR01,0.0253517869
OZUKUR01,0.1004737348
OZUKUR,0.0014968371
OZUKUR,0.0380855799
OZUKUR,0.1466784632
OZULAY,0.0016387838
OZULAY,0.0441222746
OZULAY,0.1789819994
OZUMAZ01,0.0009266586
OZUMAZ01,0.0224566576
OZUMAZ01,0.0917609862
OZUMIH,0.0010330018
OZUMIH,0.0256908339
OZUMIH,0.10125179
PABXAT,0.0318934133
PABXAT,0.6234774198
PABXAT,1.6415430781
PACZUQ,0.0006165337
PACZUQ,0.0132729018
PACZUQ,0.0576576135
PAKFAL,0.0014816643
PAKFAL,0.037888796
PAKFAL,0.1472977221
PAKFEP,0.0017649511
PAKFEP,0.0411791005
PAKFEP,0.1557818974
PAKXIK,0.0361101325
PAKXIK,0.6847173303
PAKXIK,1.5005250461
PAMGIV,0.0023223303
PAMGIV,0.0586996901
PAMGIV,0.2230110014
PAMHES01,0.0035359592
PAMHES01,0.0884784483
PAMHES01,0.3302621855
PAMHES,0.0572486353
PAMHES,1.0418364415
PAMHES,2.1900036077
PAMTII,0.0167643661
PAMTII,0.3676855395
PAMTII,1.2014575829
PAMTOO,0.0200383695
PAMTOO,0.4266186844
PAMTOO,1.2674315764
PAMTUU,0.0231387799
PAMTUU,0.4866419177
PAMTUU,1.4166446385
PAMVEG,0.0011999666
PAMVEG,0.0299130075
PAMVEG,0.1201662021
PAPPAZ,0.0019688055
PAPPAZ,0.0460650342
PAPPAZ,0.1855473834
PAPROO,0.0021739418
PAPROO,0.0528148816
PAPROO,0.1948251912
PAPVEJ,0.6977760494
PAPVEJ,1.5520818392
PAPVEJ,1.8977908127
PAPVIN,0.851661674
PAPVIN,1.5416704841
PAPVIN,1.8284859873
PAPXUB,0.0175778277
PAPXUB,0.3591961913
PAPXUB,0.8956760272
PARFOF,0.0001387333
PARFOF,0.0041477692
PARFOF,0.0159223112
PARHAS,0.0088760488
PARHAS,0.2291320482
PARHAS,0.961594574
PARHEW,0.0054061561
PARHEW,0.1311939127
PARHEW,0.5389598362
PARMIG,0.155848215
PARMIG,1.7849171881
PARMIG,2.8709935508
PARNIH,0.0010049503
PARNIH,0.0255754786
PARNIH,0.1009583553
PARPII,0.1018250692
PARPII,1.5491783521
PARPII,2.6880292808
PASKAX,0.0380027615
PASKAX,0.4499205495
PASKAX,0.7207049504
PASMUT,0.0807743381
PASMUT,1.3943392238
PASMUT,3.0573243693
PASTOU,0.0038414263
PASTOU,0.1005031641
PASTOU,0.3714444545
PATWOY,0.0053819032
PATWOY,0.130337523
PATWOY,0.4707313514
PEBNEP,0.0057266908
PEBNEP,0.1265882845
PEBNEP,0.3597659719
PECMOB,0.0125043466
PECMOB,0.2405797317
PECMOB,0.6996281136
PEDGUA,2.0825938682
PEDGUA,2.7543034069
PEDGUA,3.1284200266
PEDMER,0.0160215828
PEDMER,0.4006475926
PEDMER,1.3958905034
PEDMOB,0.0467034741
PEDMOB,1.0390950959
PEDMOB,2.6264283366
PEFSEA,0.0036012193
PEFSEA,0.086876103
PEFSEA,0.3176326957
PEFSUQ,0.0019066729
PEFSUQ,0.0495047653
PEFSUQ,0.1775947255
PEGBAG,0.003626725
PEGBAG,0.0877889502
PEGBAG,0.3094940065
PEGBUA,0.0048103018
PEGBUA,0.122244185
PEGBUA,0.4199951266
PEGCAH,0.0070955319
PEGCAH,0.170269591
PEGCAH,0.5869737705
PEGCEL,0.0059275853
PEGCEL,0.1396130124
PEGCEL,0.513888983
PEGPUO,0.4553419887
PEGPUO,1.9175490504
PEGPUO,2.349082282
PEGQAV,0.4290637185
PEGQAV,2.3380959809
PEGQID,0.3801106665
PEGQID,1.7621279376
PEGQID,2.3437971564
PEGQOJ,0.3194709829
PEGQOJ,1.6215875463
PEGQOJ,2.1512068568
PEGQUP,0.2251481867
PEGQUP,1.4251285672
PEGQUP,1.9273799075
PELNEA01,0.1159031688
PELNEA01,1.5080592907
PELNEA01,1.9012209341
PEMRIK,0.0088754463
PEMRIK,0.217320188
PEMRIK,0.7742951557
PENNUT,0.0030267166
PENNUT,0.0762709878
PENNUT,0.2985709177
PENZUE,0.000126949
PENZUE,0.0028022506
PENZUE,0.0116699382
PEPBAO,0.0061584122
PEPBAO,0.1539991786
PEPBAO,0.5164178778
PEPKOL,0.0166235823
PEPKOL,0.3622886949
PEPKOL,0.9922234105
PEPKUR,0.021873593
PEPKUR,0.4356245881
PEPKUR,1.1129724133
PEPLAY,0.0021432381
PEPLAY,0.0546151534
PEPLAY,0.2181964283
PEPLEC,0.0017768649
PEPLEC,0.0442172477
PEPLEC,0.1804623934
PEPLIG,0.0019800383
PEPLIG,0.0473856695
PEPLIG,0.1970210193
PEPLOM,0.0040727836
PEPLOM,0.1018132784
PEPLOM,0.3929627554
PEQRUZ,0.1231564777
PEQRUZ,2.0170620476
PEQRUZ,3.3857426628
PEQTIQ,0.0906951921
PEQTIQ,1.0956306696
PEQTIQ,1.6838598574
PEQWAK,0.0075812571
PEQWAK,0.1856893189
PEQWAK,0.7231356537
PERSEM,0.0499954376
PERSEM,1.3375932449
PERSEM,2.5201007491
PESTUD,0.0249260406
PESTUD,0.499118111
PESTUD,1.1697786744
PETVER,0.0171591874
PETVER,0.3679552474
PETVER,1.1321164655
PETWOC,0.0010435005
PETWOC,0.0261148423
PETWOC,0.1038176357
PEVJOQ,0.0
PEVJOQ,6.4637e-06
PEVJOQ,9.4017e-06
PEVLEJ,2.5221792428
PEVLEJ,2.5949977124
PEVLEJ,2.6066537264
PEVLIN,2.5000293107
PEVLIN,2.5921432181
PEVLIN,2.5985000831
PEWGEF,0.0025699368
PEWGEF,0.0658039069
PEWGEF,0.2515181571
PEXBIF,0.4181696706
PEXBIF,0.998932672
PEXBIF,1.050804983
PEXFAA,0.2969684595
PEXFAA,3.4922226253
PEXFAA,6.7285130063
PEYPIU,0.0481335707
PEYPIU,0.6782395755
PEYPIU,1.4702535161
PIBGAK,0.0056410384
PIBGAK,0.1383916077
PIBGAK,0.5248931103
PICTIG,0.0036437092
PICTIG,0.0901520769
PICTIG,0.3287547638
PIDMEV01,0.0037708342
PIDMEV01,0.0999124074
PIDMEV01,0.3875071124
PIDMEV,0.0033376979
PIDMEV,0.0872152404
PIDMEV,0.3406940872
PIHNUQ,0.027354508
PIHNUQ,0.5391309003
PIHNUQ,1.0762307479
PIHWAG,0.0041216996
PIHWAG,0.0977250752
PIHWAG,0.3972727577
PIJROR,0.005597639
PIJROR,0.1306699155
PIJROR,0.537029871
PIKBUH,0.0026672536
PIKBUH,0.0615343702
PIKBUH,0.1998882456
PIYZAZ,0.0002072239
PIYZAZ,0.0050310214
PIYZAZ,0.0201038306
PIYZED01,0.0002002369
PIYZED01,0.0049967924
PIYZED01,0.0206694358
PIYZED03,0.00020328
PIYZED03,0.0051921603
PIYZED03,0.0210120904
PIZNOB,0.0057179786
PIZNOB,0.1425673648
PIZNOB,0.5299514703
PIZPAP,1.2492733276
PIZPAP,3.0505355866
PIZPAP,3.4876176515
PIZPET,0.1293468659
PIZPET,2.1452793791
PIZPET,3.6804203151
PIZPIX02,1.2000966951
PIZPIX02,2.9713402255
PIZPIX02,3.4517971173
PIZPIX,0.9723432348
PIZPIX,2.9056193413
PIZPIX,3.291679507
PIZPOD,0.0342880192
PIZPOD,0.7550654815
PIZPOD,2.0598470059
PIZQUM,0.0143624247
PIZQUM,0.3252868278
PIZQUM,1.053916348
PIZRAT,0.00826762
PIZRAT,0.1989838733
PIZRAT,0.6873038316
PIZRUN,0.0149391392
PIZRUN,0.3370834109
PIZRUN,1.0820826862
PIZSAU,0.0064008984
PIZSAU,0.1588793834
PIZSAU,0.5597984367
PODXEN,0.0076143548
PODXEN,0.1838863708
PODXEN,0.6484672226
POFSIN01,0.0002154524
POFSIN01,0.0049359302
POFSIN01,0.0201131547
POFSIN03,0.0001923248
POFSIN03,0.0051215601
POFSIN03,0.0204302471
POFSIN,0.0001911075
POFSIN,0.0049255836
POFSIN,0.019698074
POHLOP,0.0105456151
POHLOP,0.2438679243
POHLOP,0.8110268952
POHLUV,0.1260714714
POHLUV,1.5582668516
POHLUV,2.2270152193
POHMAC,0.1387073165
POHMAC,1.6453910114
POHMAC,2.2992185255
POJTUE,0.0001418556
POJTUE,0.0041885662
